"MEASURE","Data item","REGIONTYPE","Geography Level","ASGS_2016","Region","FREQUENCY","Frequency","TIME","Time","Value","Flag Codes","Flags"
"SCHOOL_4","With Graduate Diploma/Graduate Certificate (%)","SA3","Statistical Area Level 3","11802","Eastern Suburbs - South","A","Annual","2016","2016",2.2,,
"SCHOOL_5","With Bachelor Degree (%)","SA3","Statistical Area Level 3","11802","Eastern Suburbs - South","A","Annual","2011","2011",22.3,,
"SCHOOL_5","With Bachelor Degree (%)","SA3","Statistical Area Level 3","11802","Eastern Suburbs - South","A","Annual","2016","2016",24.7,,
"SCHOOL_6","With Advanced Diploma/Diploma (%)","SA3","Statistical Area Level 3","11802","Eastern Suburbs - South","A","Annual","2011","2011",8.5,,
"SCHOOL_6","With Advanced Diploma/Diploma (%)","SA3","Statistical Area Level 3","11802","Eastern Suburbs - South","A","Annual","2016","2016",8.3,,
"SCHOOL_7","With Certificate (%)","SA3","Statistical Area Level 3","11802","Eastern Suburbs - South","A","Annual","2011","2011",11.2,,
"SCHOOL_7","With Certificate (%)","SA3","Statistical Area Level 3","11802","Eastern Suburbs - South","A","Annual","2016","2016",11,,
"SCHOOL_8","Post School Qualifications - Inadequately described, not stated (%)","SA3","Statistical Area Level 3","11802","Eastern Suburbs - South","A","Annual","2011","2011",13.5,,
"SCHOOL_8","Post School Qualifications - Inadequately described, not stated (%)","SA3","Statistical Area Level 3","11802","Eastern Suburbs - South","A","Annual","2016","2016",12,,
"SCHOOL_2","With Post School Qualifications (%)","SA3","Statistical Area Level 3","11901","Bankstown","A","Annual","2011","2011",49.3,,
"SCHOOL_2","With Post School Qualifications (%)","SA3","Statistical Area Level 3","11901","Bankstown","A","Annual","2016","2016",51.5,,
"SCHOOL_3","With Postgraduate Degree (%)","SA3","Statistical Area Level 3","11901","Bankstown","A","Annual","2011","2011",2.4,,
"SCHOOL_3","With Postgraduate Degree (%)","SA3","Statistical Area Level 3","11901","Bankstown","A","Annual","2016","2016",3.8,,
"SCHOOL_4","With Graduate Diploma/Graduate Certificate (%)","SA3","Statistical Area Level 3","11901","Bankstown","A","Annual","2011","2011",0.7,,
"SCHOOL_4","With Graduate Diploma/Graduate Certificate (%)","SA3","Statistical Area Level 3","11901","Bankstown","A","Annual","2016","2016",1,,
"SCHOOL_5","With Bachelor Degree (%)","SA3","Statistical Area Level 3","11901","Bankstown","A","Annual","2011","2011",10.5,,
"SCHOOL_5","With Bachelor Degree (%)","SA3","Statistical Area Level 3","11901","Bankstown","A","Annual","2016","2016",12.8,,
"SCHOOL_6","With Advanced Diploma/Diploma (%)","SA3","Statistical Area Level 3","11901","Bankstown","A","Annual","2011","2011",7.7,,
"SCHOOL_6","With Advanced Diploma/Diploma (%)","SA3","Statistical Area Level 3","11901","Bankstown","A","Annual","2016","2016",8.6,,
"SCHOOL_7","With Certificate (%)","SA3","Statistical Area Level 3","11901","Bankstown","A","Annual","2011","2011",15.7,,
"SCHOOL_7","With Certificate (%)","SA3","Statistical Area Level 3","11901","Bankstown","A","Annual","2016","2016",15.8,,
"SCHOOL_8","Post School Qualifications - Inadequately described, not stated (%)","SA3","Statistical Area Level 3","11901","Bankstown","A","Annual","2011","2011",12.3,,
"SCHOOL_8","Post School Qualifications - Inadequately described, not stated (%)","SA3","Statistical Area Level 3","11901","Bankstown","A","Annual","2016","2016",9.6,,
"SCHOOL_2","With Post School Qualifications (%)","SA3","Statistical Area Level 3","11902","Canterbury","A","Annual","2011","2011",51,,
"SCHOOL_2","With Post School Qualifications (%)","SA3","Statistical Area Level 3","11902","Canterbury","A","Annual","2016","2016",52.4,,
"SCHOOL_3","With Postgraduate Degree (%)","SA3","Statistical Area Level 3","11902","Canterbury","A","Annual","2011","2011",4.2,,
"SCHOOL_3","With Postgraduate Degree (%)","SA3","Statistical Area Level 3","11902","Canterbury","A","Annual","2016","2016",5.7,,
"SCHOOL_4","With Graduate Diploma/Graduate Certificate (%)","SA3","Statistical Area Level 3","11902","Canterbury","A","Annual","2011","2011",0.8,,
"SCHOOL_4","With Graduate Diploma/Graduate Certificate (%)","SA3","Statistical Area Level 3","11902","Canterbury","A","Annual","2016","2016",1.1,,
"SCHOOL_5","With Bachelor Degree (%)","SA3","Statistical Area Level 3","11902","Canterbury","A","Annual","2011","2011",12.6,,
"SCHOOL_5","With Bachelor Degree (%)","SA3","Statistical Area Level 3","11902","Canterbury","A","Annual","2016","2016",15.1,,
"SCHOOL_6","With Advanced Diploma/Diploma (%)","SA3","Statistical Area Level 3","11902","Canterbury","A","Annual","2011","2011",8,,
"SCHOOL_6","With Advanced Diploma/Diploma (%)","SA3","Statistical Area Level 3","11902","Canterbury","A","Annual","2016","2016",8.6,,
"SCHOOL_7","With Certificate (%)","SA3","Statistical Area Level 3","11902","Canterbury","A","Annual","2011","2011",12.4,,
"SCHOOL_7","With Certificate (%)","SA3","Statistical Area Level 3","11902","Canterbury","A","Annual","2016","2016",12.5,,
"SCHOOL_8","Post School Qualifications - Inadequately described, not stated (%)","SA3","Statistical Area Level 3","11902","Canterbury","A","Annual","2011","2011",12.9,,
"SCHOOL_8","Post School Qualifications - Inadequately described, not stated (%)","SA3","Statistical Area Level 3","11902","Canterbury","A","Annual","2016","2016",9.5,,
"SCHOOL_2","With Post School Qualifications (%)","SA3","Statistical Area Level 3","11903","Hurstville","A","Annual","2011","2011",58,,
"SCHOOL_2","With Post School Qualifications (%)","SA3","Statistical Area Level 3","11903","Hurstville","A","Annual","2016","2016",59.7,,
"SCHOOL_3","With Postgraduate Degree (%)","SA3","Statistical Area Level 3","11903","Hurstville","A","Annual","2011","2011",6.2,,
"SCHOOL_3","With Postgraduate Degree (%)","SA3","Statistical Area Level 3","11903","Hurstville","A","Annual","2016","2016",7.9,,
"SCHOOL_4","With Graduate Diploma/Graduate Certificate (%)","SA3","Statistical Area Level 3","11903","Hurstville","A","Annual","2011","2011",1.3,,
"SCHOOL_4","With Graduate Diploma/Graduate Certificate (%)","SA3","Statistical Area Level 3","11903","Hurstville","A","Annual","2016","2016",1.5,,
"SCHOOL_5","With Bachelor Degree (%)","SA3","Statistical Area Level 3","11903","Hurstville","A","Annual","2011","2011",17.4,,
"SCHOOL_5","With Bachelor Degree (%)","SA3","Statistical Area Level 3","11903","Hurstville","A","Annual","2016","2016",19.8,,
"SCHOOL_6","With Advanced Diploma/Diploma (%)","SA3","Statistical Area Level 3","11903","Hurstville","A","Annual","2011","2011",9.4,,
"SCHOOL_6","With Advanced Diploma/Diploma (%)","SA3","Statistical Area Level 3","11903","Hurstville","A","Annual","2016","2016",9.5,,
"SCHOOL_7","With Certificate (%)","SA3","Statistical Area Level 3","11903","Hurstville","A","Annual","2011","2011",13.7,,
"SCHOOL_7","With Certificate (%)","SA3","Statistical Area Level 3","11903","Hurstville","A","Annual","2016","2016",13,,
"SCHOOL_8","Post School Qualifications - Inadequately described, not stated (%)","SA3","Statistical Area Level 3","11903","Hurstville","A","Annual","2011","2011",9.9,,
"SCHOOL_8","Post School Qualifications - Inadequately described, not stated (%)","SA3","Statistical Area Level 3","11903","Hurstville","A","Annual","2016","2016",8,,
"SCHOOL_2","With Post School Qualifications (%)","SA3","Statistical Area Level 3","11904","Kogarah - Rockdale","A","Annual","2011","2011",57.7,,
"SCHOOL_2","With Post School Qualifications (%)","SA3","Statistical Area Level 3","11904","Kogarah - Rockdale","A","Annual","2016","2016",61.2,,
"SCHOOL_3","With Postgraduate Degree (%)","SA3","Statistical Area Level 3","11904","Kogarah - Rockdale","A","Annual","2011","2011",5.5,,
"SCHOOL_3","With Postgraduate Degree (%)","SA3","Statistical Area Level 3","11904","Kogarah - Rockdale","A","Annual","2016","2016",7.4,,
"SCHOOL_4","With Graduate Diploma/Graduate Certificate (%)","SA3","Statistical Area Level 3","11904","Kogarah - Rockdale","A","Annual","2011","2011",1.1,,
"SCHOOL_4","With Graduate Diploma/Graduate Certificate (%)","SA3","Statistical Area Level 3","11904","Kogarah - Rockdale","A","Annual","2016","2016",1.4,,
"SCHOOL_5","With Bachelor Degree (%)","SA3","Statistical Area Level 3","11904","Kogarah - Rockdale","A","Annual","2011","2011",15.8,,
"SCHOOL_5","With Bachelor Degree (%)","SA3","Statistical Area Level 3","11904","Kogarah - Rockdale","A","Annual","2016","2016",19.6,,
"SCHOOL_6","With Advanced Diploma/Diploma (%)","SA3","Statistical Area Level 3","11904","Kogarah - Rockdale","A","Annual","2011","2011",9.6,,
"SCHOOL_6","With Advanced Diploma/Diploma (%)","SA3","Statistical Area Level 3","11904","Kogarah - Rockdale","A","Annual","2016","2016",9.8,,
"SCHOOL_7","With Certificate (%)","SA3","Statistical Area Level 3","11904","Kogarah - Rockdale","A","Annual","2011","2011",13.8,,
"SCHOOL_7","With Certificate (%)","SA3","Statistical Area Level 3","11904","Kogarah - Rockdale","A","Annual","2016","2016",13,,
"SCHOOL_8","Post School Qualifications - Inadequately described, not stated (%)","SA3","Statistical Area Level 3","11904","Kogarah - Rockdale","A","Annual","2011","2011",11.8,,
"SCHOOL_8","Post School Qualifications - Inadequately described, not stated (%)","SA3","Statistical Area Level 3","11904","Kogarah - Rockdale","A","Annual","2016","2016",10,,
"SCHOOL_2","With Post School Qualifications (%)","SA3","Statistical Area Level 3","12001","Canada Bay","A","Annual","2011","2011",65.7,,
"SCHOOL_2","With Post School Qualifications (%)","SA3","Statistical Area Level 3","12001","Canada Bay","A","Annual","2016","2016",68.5,,
"SCHOOL_3","With Postgraduate Degree (%)","SA3","Statistical Area Level 3","12001","Canada Bay","A","Annual","2011","2011",7.9,,
"SCHOOL_3","With Postgraduate Degree (%)","SA3","Statistical Area Level 3","12001","Canada Bay","A","Annual","2016","2016",10.7,,
"SCHOOL_4","With Graduate Diploma/Graduate Certificate (%)","SA3","Statistical Area Level 3","12001","Canada Bay","A","Annual","2011","2011",2.2,,
"SCHOOL_4","With Graduate Diploma/Graduate Certificate (%)","SA3","Statistical Area Level 3","12001","Canada Bay","A","Annual","2016","2016",2.4,,
"SCHOOL_5","With Bachelor Degree (%)","SA3","Statistical Area Level 3","12001","Canada Bay","A","Annual","2011","2011",22.2,,
"SCHOOL_5","With Bachelor Degree (%)","SA3","Statistical Area Level 3","12001","Canada Bay","A","Annual","2016","2016",24.6,,
"SCHOOL_6","With Advanced Diploma/Diploma (%)","SA3","Statistical Area Level 3","12001","Canada Bay","A","Annual","2011","2011",9.7,,
"SCHOOL_6","With Advanced Diploma/Diploma (%)","SA3","Statistical Area Level 3","12001","Canada Bay","A","Annual","2016","2016",9.7,,
"SCHOOL_7","With Certificate (%)","SA3","Statistical Area Level 3","12001","Canada Bay","A","Annual","2011","2011",12.8,,
"SCHOOL_7","With Certificate (%)","SA3","Statistical Area Level 3","12001","Canada Bay","A","Annual","2016","2016",12,,
"SCHOOL_8","Post School Qualifications - Inadequately described, not stated (%)","SA3","Statistical Area Level 3","12001","Canada Bay","A","Annual","2011","2011",10.9,,
"SCHOOL_8","Post School Qualifications - Inadequately described, not stated (%)","SA3","Statistical Area Level 3","12001","Canada Bay","A","Annual","2016","2016",9,,
"SCHOOL_2","With Post School Qualifications (%)","SA3","Statistical Area Level 3","12002","Leichhardt","A","Annual","2011","2011",73.5,,
"SCHOOL_2","With Post School Qualifications (%)","SA3","Statistical Area Level 3","12002","Leichhardt","A","Annual","2016","2016",75.8,,
"SCHOOL_3","With Postgraduate Degree (%)","SA3","Statistical Area Level 3","12002","Leichhardt","A","Annual","2011","2011",11.7,,
"SCHOOL_3","With Postgraduate Degree (%)","SA3","Statistical Area Level 3","12002","Leichhardt","A","Annual","2016","2016",13.7,,
"SCHOOL_4","With Graduate Diploma/Graduate Certificate (%)","SA3","Statistical Area Level 3","12002","Leichhardt","A","Annual","2011","2011",3.6,,
"SCHOOL_4","With Graduate Diploma/Graduate Certificate (%)","SA3","Statistical Area Level 3","12002","Leichhardt","A","Annual","2016","2016",3.7,,
"SCHOOL_5","With Bachelor Degree (%)","SA3","Statistical Area Level 3","12002","Leichhardt","A","Annual","2011","2011",29,,
"SCHOOL_5","With Bachelor Degree (%)","SA3","Statistical Area Level 3","12002","Leichhardt","A","Annual","2016","2016",29.6,,
"SCHOOL_6","With Advanced Diploma/Diploma (%)","SA3","Statistical Area Level 3","12002","Leichhardt","A","Annual","2011","2011",9.5,,
"SCHOOL_6","With Advanced Diploma/Diploma (%)","SA3","Statistical Area Level 3","12002","Leichhardt","A","Annual","2016","2016",9.1,,
"SCHOOL_7","With Certificate (%)","SA3","Statistical Area Level 3","12002","Leichhardt","A","Annual","2011","2011",9.9,,
"SCHOOL_7","With Certificate (%)","SA3","Statistical Area Level 3","12002","Leichhardt","A","Annual","2016","2016",9.5,,
"SCHOOL_8","Post School Qualifications - Inadequately described, not stated (%)","SA3","Statistical Area Level 3","12002","Leichhardt","A","Annual","2011","2011",9.8,,
"SCHOOL_8","Post School Qualifications - Inadequately described, not stated (%)","SA3","Statistical Area Level 3","12002","Leichhardt","A","Annual","2016","2016",10.3,,
"SCHOOL_2","With Post School Qualifications (%)","SA3","Statistical Area Level 3","12003","Strathfield - Burwood - Ashfield","A","Annual","2011","2011",63.8,,
"SCHOOL_2","With Post School Qualifications (%)","SA3","Statistical Area Level 3","12003","Strathfield - Burwood - Ashfield","A","Annual","2016","2016",65.3,,
"SCHOOL_3","With Postgraduate Degree (%)","SA3","Statistical Area Level 3","12003","Strathfield - Burwood - Ashfield","A","Annual","2011","2011",8.9,,
"SCHOOL_3","With Postgraduate Degree (%)","SA3","Statistical Area Level 3","12003","Strathfield - Burwood - Ashfield","A","Annual","2016","2016",10.6,,
"SCHOOL_4","With Graduate Diploma/Graduate Certificate (%)","SA3","Statistical Area Level 3","12003","Strathfield - Burwood - Ashfield","A","Annual","2011","2011",2,,
"SCHOOL_4","With Graduate Diploma/Graduate Certificate (%)","SA3","Statistical Area Level 3","12003","Strathfield - Burwood - Ashfield","A","Annual","2016","2016",2.2,,
"SCHOOL_5","With Bachelor Degree (%)","SA3","Statistical Area Level 3","12003","Strathfield - Burwood - Ashfield","A","Annual","2011","2011",21.4,,
"SCHOOL_5","With Bachelor Degree (%)","SA3","Statistical Area Level 3","12003","Strathfield - Burwood - Ashfield","A","Annual","2016","2016",24.5,,
"SCHOOL_6","With Advanced Diploma/Diploma (%)","SA3","Statistical Area Level 3","12003","Strathfield - Burwood - Ashfield","A","Annual","2011","2011",9.3,,
"SCHOOL_6","With Advanced Diploma/Diploma (%)","SA3","Statistical Area Level 3","12003","Strathfield - Burwood - Ashfield","A","Annual","2016","2016",8.8,,
"SCHOOL_7","With Certificate (%)","SA3","Statistical Area Level 3","12003","Strathfield - Burwood - Ashfield","A","Annual","2011","2011",10.2,,
"SCHOOL_7","With Certificate (%)","SA3","Statistical Area Level 3","12003","Strathfield - Burwood - Ashfield","A","Annual","2016","2016",9.8,,
"SCHOOL_8","Post School Qualifications - Inadequately described, not stated (%)","SA3","Statistical Area Level 3","12003","Strathfield - Burwood - Ashfield","A","Annual","2011","2011",12.1,,
"SCHOOL_8","Post School Qualifications - Inadequately described, not stated (%)","SA3","Statistical Area Level 3","12003","Strathfield - Burwood - Ashfield","A","Annual","2016","2016",9.4,,
"SCHOOL_2","With Post School Qualifications (%)","SA3","Statistical Area Level 3","12101","Chatswood - Lane Cove","A","Annual","2011","2011",71.8,,
"SCHOOL_2","With Post School Qualifications (%)","SA3","Statistical Area Level 3","12101","Chatswood - Lane Cove","A","Annual","2016","2016",73.6,,
"SCHOOL_3","With Postgraduate Degree (%)","SA3","Statistical Area Level 3","12101","Chatswood - Lane Cove","A","Annual","2011","2011",11.7,,
"SCHOOL_3","With Postgraduate Degree (%)","SA3","Statistical Area Level 3","12101","Chatswood - Lane Cove","A","Annual","2016","2016",14.3,,
"SCHOOL_4","With Graduate Diploma/Graduate Certificate (%)","SA3","Statistical Area Level 3","12101","Chatswood - Lane Cove","A","Annual","2011","2011",2.9,,
"SCHOOL_4","With Graduate Diploma/Graduate Certificate (%)","SA3","Statistical Area Level 3","12101","Chatswood - Lane Cove","A","Annual","2016","2016",3,,
"SCHOOL_5","With Bachelor Degree (%)","SA3","Statistical Area Level 3","12101","Chatswood - Lane Cove","A","Annual","2011","2011",30,,
"SCHOOL_5","With Bachelor Degree (%)","SA3","Statistical Area Level 3","12101","Chatswood - Lane Cove","A","Annual","2016","2016",31.5,,
"SCHOOL_6","With Advanced Diploma/Diploma (%)","SA3","Statistical Area Level 3","12101","Chatswood - Lane Cove","A","Annual","2011","2011",9.9,,
"SCHOOL_6","With Advanced Diploma/Diploma (%)","SA3","Statistical Area Level 3","12101","Chatswood - Lane Cove","A","Annual","2016","2016",9.3,,
"SCHOOL_7","With Certificate (%)","SA3","Statistical Area Level 3","12101","Chatswood - Lane Cove","A","Annual","2011","2011",8.3,,
"SCHOOL_7","With Certificate (%)","SA3","Statistical Area Level 3","12101","Chatswood - Lane Cove","A","Annual","2016","2016",7.8,,
"SCHOOL_8","Post School Qualifications - Inadequately described, not stated (%)","SA3","Statistical Area Level 3","12101","Chatswood - Lane Cove","A","Annual","2011","2011",8.9,,
"SCHOOL_8","Post School Qualifications - Inadequately described, not stated (%)","SA3","Statistical Area Level 3","12101","Chatswood - Lane Cove","A","Annual","2016","2016",7.7,,
"SCHOOL_2","With Post School Qualifications (%)","SA3","Statistical Area Level 3","12102","Hornsby","A","Annual","2011","2011",67.4,,
"SCHOOL_2","With Post School Qualifications (%)","SA3","Statistical Area Level 3","12102","Hornsby","A","Annual","2016","2016",70.1,,
"SCHOOL_3","With Postgraduate Degree (%)","SA3","Statistical Area Level 3","12102","Hornsby","A","Annual","2011","2011",8,,
"SCHOOL_3","With Postgraduate Degree (%)","SA3","Statistical Area Level 3","12102","Hornsby","A","Annual","2016","2016",10.5,,
